"","region_var","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat","method"
"372","tau_0[62]",1,0,0.03,0.94,0.98,1,1.01,1.05,979,1,"long1"
"373","var_ratio[1]",6.22,0.01,0.22,5.81,6.06,6.22,6.37,6.68,1000,1,"long2"
"374","var_ratio[2]",4.05,0,0.15,3.78,3.95,4.05,4.15,4.34,1000,1,"long2"
"375","var_ratio[3]",4.99,0.01,0.17,4.65,4.87,4.98,5.1,5.34,1000,1,"long2"
"376","var_ratio[4]",4.97,0.01,0.18,4.63,4.85,4.96,5.09,5.31,1000,1,"long2"
"377","var_ratio[5]",5.78,0.01,0.21,5.38,5.63,5.77,5.92,6.19,1000,1,"long2"
"378","var_ratio[6]",5.23,0.01,0.18,4.9,5.11,5.22,5.34,5.59,1000,1,"long2"
"379","var_ratio[7]",4.62,0.01,0.16,4.32,4.5,4.61,4.73,4.95,1000,1,"long2"
"380","var_ratio[8]",5.62,0.01,0.19,5.26,5.49,5.62,5.75,6.02,1000,1,"long2"
"381","var_ratio[9]",4.71,0.01,0.16,4.4,4.6,4.7,4.82,5.03,1000,1,"long2"
"382","var_ratio[10]",5.61,0.01,0.21,5.21,5.46,5.6,5.75,6.05,1000,1,"long2"
"383","var_ratio[11]",5.21,0.01,0.18,4.85,5.09,5.2,5.32,5.55,1000,1,"long2"
"384","var_ratio[12]",4.74,0.01,0.16,4.43,4.63,4.73,4.85,5.06,1000,1,"long2"
"385","var_ratio[13]",4.93,0.01,0.17,4.62,4.81,4.92,5.04,5.25,1000,1,"long2"
"386","var_ratio[14]",6.65,0.01,0.24,6.21,6.48,6.64,6.79,7.14,1000,1,"long2"
"387","var_ratio[15]",5.89,0.01,0.22,5.47,5.73,5.89,6.04,6.33,1000,1,"long2"
"388","var_ratio[16]",4.71,0.01,0.17,4.39,4.59,4.7,4.83,5.06,1000,1,"long2"
"389","var_ratio[17]",4.1,0,0.14,3.83,3.99,4.1,4.2,4.37,1000,1,"long2"
"390","var_ratio[18]",4.16,0,0.16,3.86,4.06,4.16,4.27,4.48,1000,1,"long2"
"391","var_ratio[19]",3.68,0,0.13,3.42,3.59,3.68,3.76,3.93,1000,1.01,"long2"
"392","var_ratio[20]",4.98,0.01,0.17,4.67,4.86,4.97,5.09,5.32,1000,1,"long2"
"393","var_ratio[21]",6.88,0.01,0.25,6.41,6.71,6.87,7.05,7.4,1000,1,"long2"
"394","var_ratio[22]",4.68,0.01,0.17,4.35,4.57,4.67,4.79,5.03,1000,1,"long2"
"395","var_ratio[23]",7.64,0.01,0.28,7.12,7.46,7.62,7.81,8.22,1000,1,"long2"
"396","var_ratio[24]",6.09,0.01,0.22,5.69,5.93,6.08,6.23,6.49,1000,1,"long2"
"397","var_ratio[25]",4.2,0,0.15,3.92,4.1,4.2,4.29,4.52,1000,1,"long2"
"398","var_ratio[26]",3.76,0,0.15,3.49,3.66,3.76,3.85,4.06,1000,1,"long2"
"399","var_ratio[27]",5.6,0.01,0.19,5.22,5.48,5.59,5.72,5.97,1000,1,"long2"
"400","var_ratio[28]",5.44,0.01,0.2,5.07,5.32,5.44,5.57,5.84,1000,1,"long2"
"401","var_ratio[29]",4.89,0.01,0.18,4.54,4.76,4.89,5.01,5.23,1000,1,"long2"
"402","var_ratio[30]",3.23,0,0.12,3,3.14,3.22,3.3,3.48,1000,1,"long2"
"403","var_ratio[31]",5.58,0.01,0.2,5.22,5.45,5.57,5.71,5.99,1000,1,"long2"
"404","var_ratio[32]",5.94,0.01,0.21,5.53,5.79,5.93,6.08,6.38,1000,1,"long2"
"405","var_ratio[33]",4.1,0,0.15,3.82,4,4.1,4.2,4.39,1000,1,"long2"
"406","var_ratio[34]",3.92,0,0.14,3.67,3.83,3.92,4.02,4.21,1000,1,"long2"
"407","var_ratio[35]",5.34,0.01,0.19,4.98,5.21,5.35,5.47,5.74,1000,1,"long2"
"408","var_ratio[36]",5.45,0.01,0.2,5.05,5.32,5.45,5.58,5.86,1000,1,"long2"
"409","var_ratio[37]",5.25,0.01,0.18,4.94,5.12,5.24,5.37,5.64,1000,1,"long2"
"410","var_ratio[38]",4.68,0.01,0.16,4.39,4.57,4.67,4.79,5,1000,1,"long2"
"411","var_ratio[39]",5.57,0.01,0.2,5.19,5.43,5.56,5.69,5.97,1000,1,"long2"
"412","var_ratio[40]",4.23,0,0.15,3.94,4.13,4.23,4.33,4.53,1000,1,"long2"
"413","var_ratio[41]",5.48,0.01,0.2,5.11,5.34,5.47,5.62,5.86,1000,1,"long2"
"414","var_ratio[42]",4.75,0.01,0.17,4.42,4.64,4.74,4.85,5.11,1000,1,"long2"
"415","var_ratio[43]",4.71,0.01,0.16,4.41,4.6,4.71,4.83,5.03,1000,1,"long2"
"416","var_ratio[44]",4.99,0.01,0.18,4.63,4.87,4.99,5.1,5.37,1000,1,"long2"
"417","var_ratio[45]",6.27,0.01,0.21,5.85,6.14,6.26,6.4,6.71,1000,1,"long2"
"418","var_ratio[46]",5.93,0.01,0.21,5.52,5.79,5.93,6.07,6.36,1000,1,"long2"
"419","var_ratio[47]",4.57,0.01,0.16,4.28,4.46,4.57,4.68,4.9,1000,1,"long2"
"420","var_ratio[48]",4.12,0.01,0.16,3.8,4.01,4.12,4.23,4.43,1000,1,"long2"
"421","var_ratio[49]",4.29,0,0.15,4,4.18,4.28,4.38,4.59,1000,1,"long2"
"422","var_ratio[50]",3.47,0,0.13,3.23,3.39,3.48,3.56,3.74,1000,1,"long2"
"423","var_ratio[51]",4.4,0,0.15,4.11,4.3,4.41,4.5,4.7,1000,1,"long2"
"424","var_ratio[52]",6.02,0.01,0.21,5.61,5.87,6.01,6.16,6.45,1000,1,"long2"
"425","var_ratio[53]",4.23,0,0.14,3.95,4.13,4.23,4.33,4.52,1000,1,"long2"
"426","var_ratio[54]",6.55,0.01,0.23,6.12,6.39,6.55,6.71,7.01,1000,1,"long2"
"427","var_ratio[55]",5.94,0.01,0.21,5.55,5.79,5.93,6.08,6.38,1000,1,"long2"
"428","var_ratio[56]",4.46,0,0.15,4.18,4.36,4.46,4.57,4.75,1000,1,"long2"
"429","var_ratio[57]",4.2,0,0.16,3.92,4.09,4.2,4.3,4.52,1000,1,"long2"
"430","var_ratio[58]",4.71,0.01,0.16,4.41,4.6,4.7,4.82,5.05,1000,1,"long2"
"431","var_ratio[59]",5.49,0.01,0.2,5.12,5.35,5.49,5.61,5.87,1000,1,"long2"
"432","var_ratio[60]",4.7,0.01,0.18,4.37,4.58,4.7,4.82,5.05,1000,1,"long2"
"433","var_ratio[61]",3.26,0,0.12,3.05,3.18,3.26,3.34,3.5,1000,1,"long2"
"434","var_ratio[62]",6.24,0.01,0.23,5.83,6.09,6.23,6.38,6.69,1000,1,"long2"
"435","sigma[1]",0.16,0,0,0.16,0.16,0.16,0.16,0.17,1000,1,"long2"
"436","sigma[2]",0.24,0,0.01,0.23,0.24,0.24,0.24,0.25,1000,1,"long2"
"437","sigma[3]",0.2,0,0,0.19,0.2,0.2,0.2,0.21,1000,1,"long2"
"438","sigma[4]",0.2,0,0,0.19,0.2,0.2,0.2,0.21,1000,1,"long2"
"439","sigma[5]",0.17,0,0,0.17,0.17,0.17,0.17,0.18,1000,1,"long2"
"440","sigma[6]",0.19,0,0,0.18,0.19,0.19,0.2,0.2,1000,1,"long2"
"441","sigma[7]",0.21,0,0,0.2,0.21,0.21,0.22,0.22,1000,1,"long2"
"442","sigma[8]",0.18,0,0,0.17,0.17,0.18,0.18,0.19,1000,1,"long2"
"443","sigma[9]",0.21,0,0,0.2,0.21,0.21,0.21,0.22,1000,1,"long2"
"444","sigma[10]",0.18,0,0,0.17,0.18,0.18,0.18,0.19,1000,1,"long2"
"445","sigma[11]",0.19,0,0,0.19,0.19,0.19,0.2,0.2,1000,1,"long2"
"446","sigma[12]",0.21,0,0,0.2,0.21,0.21,0.21,0.22,1000,1,"long2"
"447","sigma[13]",0.2,0,0,0.19,0.2,0.2,0.2,0.21,1000,1,"long2"
"448","sigma[14]",0.15,0,0,0.15,0.15,0.15,0.15,0.16,1000,1,"long2"
"449","sigma[15]",0.17,0,0,0.16,0.16,0.17,0.17,0.17,1000,1,"long2"
"450","sigma[16]",0.21,0,0,0.2,0.21,0.21,0.21,0.22,1000,1,"long2"
"451","sigma[17]",0.24,0,0,0.23,0.24,0.24,0.24,0.25,1000,1,"long2"
"452","sigma[18]",0.24,0,0,0.23,0.23,0.24,0.24,0.25,1000,1,"long2"
"453","sigma[19]",0.26,0,0.01,0.25,0.26,0.26,0.26,0.27,1000,1,"long2"
"454","sigma[20]",0.2,0,0,0.19,0.19,0.2,0.2,0.21,1000,1,"long2"
"455","sigma[21]",0.15,0,0,0.14,0.14,0.15,0.15,0.15,1000,1,"long2"
"456","sigma[22]",0.21,0,0,0.2,0.21,0.21,0.21,0.22,1000,1,"long2"
"457","sigma[23]",0.13,0,0,0.13,0.13,0.13,0.13,0.14,1000,1,"long2"
"458","sigma[24]",0.16,0,0,0.16,0.16,0.16,0.17,0.17,1000,1,"long2"
"459","sigma[25]",0.24,0,0,0.23,0.23,0.24,0.24,0.25,1000,1,"long2"
"460","sigma[26]",0.26,0,0.01,0.25,0.26,0.26,0.26,0.27,1000,1,"long2"
"461","sigma[27]",0.18,0,0,0.17,0.18,0.18,0.18,0.19,1000,1,"long2"
"462","sigma[28]",0.18,0,0,0.17,0.18,0.18,0.18,0.19,1000,1,"long2"
"463","sigma[29]",0.2,0,0,0.2,0.2,0.2,0.21,0.21,1000,1,"long2"
"464","sigma[30]",0.3,0,0.01,0.28,0.29,0.3,0.3,0.31,1000,1,"long2"
"465","sigma[31]",0.18,0,0,0.17,0.18,0.18,0.18,0.18,1000,1,"long2"
"466","sigma[32]",0.17,0,0,0.16,0.17,0.17,0.17,0.18,1000,1,"long2"
"467","sigma[33]",0.24,0,0,0.23,0.23,0.24,0.24,0.25,1000,1,"long2"
"468","sigma[34]",0.25,0,0.01,0.24,0.25,0.25,0.26,0.26,1000,1,"long2"
"469","sigma[35]",0.19,0,0,0.18,0.18,0.19,0.19,0.19,1000,1,"long2"
"470","sigma[36]",0.18,0,0,0.18,0.18,0.18,0.19,0.19,1000,1,"long2"
"471","sigma[37]",0.19,0,0,0.19,0.19,0.19,0.2,0.2,1000,1,"long2"
"472","sigma[38]",0.21,0,0,0.2,0.21,0.21,0.21,0.22,1000,1,"long2"
"473","sigma[39]",0.18,0,0,0.17,0.18,0.18,0.18,0.19,1000,1,"long2"
"474","sigma[40]",0.23,0,0,0.22,0.23,0.23,0.24,0.24,1000,1,"long2"
"475","sigma[41]",0.18,0,0,0.18,0.18,0.18,0.19,0.19,1000,1,"long2"
"476","sigma[42]",0.21,0,0,0.2,0.2,0.21,0.21,0.22,1000,1,"long2"
"477","sigma[43]",0.21,0,0,0.2,0.21,0.21,0.22,0.22,1000,1,"long2"
"478","sigma[44]",0.2,0,0,0.19,0.2,0.2,0.2,0.21,1000,1,"long2"
"479","sigma[45]",0.16,0,0,0.15,0.16,0.16,0.16,0.16,1000,1,"long2"
"480","sigma[46]",0.17,0,0,0.16,0.16,0.17,0.17,0.17,1000,1,"long2"
"481","sigma[47]",0.22,0,0,0.21,0.21,0.22,0.22,0.23,1000,1,"long2"
"482","sigma[48]",0.24,0,0,0.23,0.23,0.24,0.24,0.25,1000,1,"long2"
"483","sigma[49]",0.23,0,0,0.22,0.23,0.23,0.23,0.24,1000,1,"long2"
"484","sigma[50]",0.27,0,0.01,0.26,0.27,0.27,0.28,0.29,1000,1,"long2"
"485","sigma[51]",0.23,0,0,0.22,0.23,0.23,0.23,0.24,1000,1,"long2"
"486","sigma[52]",0.17,0,0,0.16,0.17,0.17,0.17,0.18,1000,1,"long2"
"487","sigma[53]",0.23,0,0,0.22,0.23,0.23,0.23,0.24,1000,1,"long2"
"488","sigma[54]",0.15,0,0,0.15,0.15,0.15,0.15,0.16,1000,1,"long2"
"489","sigma[55]",0.17,0,0,0.16,0.17,0.17,0.17,0.18,1000,1,"long2"
"490","sigma[56]",0.22,0,0,0.22,0.22,0.22,0.23,0.23,1000,1,"long2"
"491","sigma[57]",0.23,0,0.01,0.23,0.23,0.23,0.24,0.25,1000,1,"long2"
"492","sigma[58]",0.22,0,0,0.21,0.21,0.22,0.22,0.23,1000,1,"long2"
"493","sigma[59]",0.18,0,0,0.18,0.18,0.18,0.18,0.19,1000,1,"long2"
"494","sigma[60]",0.21,0,0,0.2,0.21,0.21,0.22,0.22,1000,1,"long2"
"495","sigma[61]",0.3,0,0.01,0.29,0.29,0.3,0.3,0.31,1000,1,"long2"
"496","sigma[62]",0.16,0,0,0.15,0.16,0.16,0.16,0.17,1000,1,"long2"
"497","tau_0[1]",1,0,0.03,0.95,0.98,1,1.02,1.06,1000,1,"long2"
"498","tau_0[2]",0.98,0,0.03,0.92,0.96,0.97,0.99,1.03,1000,1,"long2"
"499","tau_0[3]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.04,1000,1,"long2"
"500","tau_0[4]",0.99,0,0.03,0.93,0.97,0.99,1.01,1.05,1000,1,"long2"
"501","tau_0[5]",1,0,0.03,0.94,0.98,0.99,1.02,1.06,1000,1,"long2"
"502","tau_0[6]",1.01,0,0.03,0.95,0.99,1,1.02,1.07,1000,1,"long2"
"503","tau_0[7]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.04,1000,1,"long2"
"504","tau_0[8]",1,0,0.03,0.94,0.98,1,1.01,1.05,1000,1,"long2"
"505","tau_0[9]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.04,1000,1,"long2"
"506","tau_0[10]",1,0,0.03,0.95,0.98,1,1.02,1.07,1000,1,"long2"
"507","tau_0[11]",1,0,0.03,0.95,0.98,1,1.02,1.06,1000,1,"long2"
"508","tau_0[12]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.05,1000,1,"long2"
"509","tau_0[13]",1,0,0.03,0.95,0.98,0.99,1.01,1.06,1000,1,"long2"
"510","tau_0[14]",1.01,0,0.03,0.96,0.99,1.01,1.03,1.07,1000,1,"long2"
"511","tau_0[15]",0.97,0,0.03,0.92,0.95,0.97,0.99,1.03,1000,1,"long2"
"512","tau_0[16]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.05,1000,1,"long2"
"513","tau_0[17]",0.99,0,0.03,0.93,0.97,0.99,1,1.04,1000,1,"long2"
"514","tau_0[18]",0.98,0,0.03,0.92,0.96,0.98,1,1.04,1000,1,"long2"
"515","tau_0[19]",0.96,0,0.03,0.91,0.94,0.96,0.98,1.01,1000,1,"long2"
"516","tau_0[20]",0.98,0,0.03,0.93,0.96,0.98,1,1.04,1000,1,"long2"
"517","tau_0[21]",1.01,0,0.03,0.95,0.99,1.01,1.03,1.07,1000,1,"long2"
"518","tau_0[22]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.05,1000,1,"long2"
"519","tau_0[23]",1.01,0,0.03,0.95,0.99,1.01,1.03,1.07,1000,1,"long2"
"520","tau_0[24]",1,0,0.03,0.95,0.98,1,1.02,1.06,1000,1,"long2"
"521","tau_0[25]",1,0,0.03,0.94,0.98,0.99,1.01,1.06,1000,1,"long2"
"522","tau_0[26]",0.97,0,0.03,0.91,0.95,0.97,0.99,1.04,1000,1,"long2"
"523","tau_0[27]",1.01,0,0.03,0.95,0.99,1.01,1.03,1.06,1000,1,"long2"
"524","tau_0[28]",0.99,0,0.03,0.93,0.97,0.99,1.01,1.05,1000,1,"long2"
"525","tau_0[29]",1,0,0.03,0.94,0.98,1,1.02,1.06,1000,1,"long2"
"526","tau_0[30]",0.95,0,0.03,0.9,0.93,0.95,0.97,1.01,1000,1,"long2"
"527","tau_0[31]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.05,1000,1,"long2"
"528","tau_0[32]",1,0,0.03,0.95,0.99,1,1.02,1.06,1000,1,"long2"
"529","tau_0[33]",0.97,0,0.03,0.92,0.95,0.97,0.99,1.03,1000,1,"long2"
"530","tau_0[34]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.05,1000,1,"long2"
"531","tau_0[35]",0.99,0,0.03,0.94,0.97,1,1.01,1.05,1000,1,"long2"
"532","tau_0[36]",1,0,0.03,0.95,0.99,1.01,1.02,1.06,1000,1,"long2"
"533","tau_0[37]",1.01,0,0.03,0.96,0.99,1.01,1.03,1.07,1000,1,"long2"
"534","tau_0[38]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.04,1000,1,"long2"
"535","tau_0[39]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.05,1000,1,"long2"
"536","tau_0[40]",0.98,0,0.03,0.93,0.96,0.98,1,1.04,1000,1,"long2"
"537","tau_0[41]",1.01,0,0.03,0.95,0.99,1.01,1.03,1.07,1000,1,"long2"
"538","tau_0[42]",0.99,0,0.03,0.93,0.97,0.98,1.01,1.05,1000,1,"long2"
"539","tau_0[43]",1,0,0.03,0.95,0.98,1,1.02,1.06,1000,1,"long2"
"540","tau_0[44]",1,0,0.03,0.94,0.98,1,1.02,1.06,1000,1,"long2"
"541","tau_0[45]",0.99,0,0.03,0.94,0.98,0.99,1.01,1.05,1000,1,"long2"
"542","tau_0[46]",0.99,0,0.03,0.93,0.97,0.99,1.01,1.05,1000,1,"long2"
"543","tau_0[47]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.05,1000,1,"long2"
"544","tau_0[48]",0.98,0,0.03,0.93,0.96,0.98,1,1.04,1000,1,"long2"
"545","tau_0[49]",0.98,0,0.03,0.93,0.96,0.98,1,1.03,1000,1,"long2"
"546","tau_0[50]",0.95,0,0.03,0.9,0.94,0.95,0.97,1.02,1000,1,"long2"
"547","tau_0[51]",1.01,0,0.03,0.96,0.99,1.01,1.03,1.07,1000,1,"long2"
"548","tau_0[52]",1.01,0,0.03,0.96,0.99,1.01,1.03,1.07,1000,1,"long2"
"549","tau_0[53]",0.98,0,0.03,0.93,0.96,0.98,1,1.03,1000,1,"long2"
"550","tau_0[54]",1,0,0.03,0.94,0.98,1,1.02,1.06,1000,1,"long2"
"551","tau_0[55]",1,0,0.03,0.95,0.98,1,1.02,1.06,1000,1,"long2"
"552","tau_0[56]",1,0,0.03,0.95,0.98,1,1.02,1.05,1000,1,"long2"
"553","tau_0[57]",0.99,0,0.03,0.93,0.97,0.98,1,1.05,1000,1,"long2"
"554","tau_0[58]",1.03,0,0.03,0.97,1.01,1.02,1.04,1.09,1000,1,"long2"
"555","tau_0[59]",1,0,0.03,0.94,0.98,1,1.02,1.06,1000,1,"long2"
"556","tau_0[60]",1,0,0.03,0.94,0.98,1,1.02,1.06,1000,1,"long2"
"557","tau_0[61]",0.97,0,0.03,0.92,0.95,0.97,0.99,1.03,1000,1,"long2"
"558","tau_0[62]",1,0,0.03,0.95,0.98,1,1.02,1.06,1000,1,"long2"
